,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,RainTomorrow_predict
1381,16.4,23.4,4.2,2.0,6.8,202.5,48.0,202.5,157.5,19.0,31.0,62.0,49.0,1007.9,1007.9,0.0,0.0,19.2,23.2,1,0,0
1382,15.2,22.2,0.4,8.0,10.5,135.0,46.0,202.5,180.0,20.0,22.0,60.0,49.0,1015.8,1016.2,0.0,0.0,19.0,19.7,0,0,0
1383,15.5,22.6,0.2,7.8,12.2,112.5,31.0,157.5,112.5,13.0,20.0,59.0,48.0,1019.7,1018.0,0.0,0.0,19.6,21.4,0,0,0
1384,14.7,21.6,0.0,7.2,6.8,135.0,30.0,112.5,135.0,15.0,17.0,64.0,48.0,1021.4,1020.8,0.0,0.0,18.9,20.8,0,0,0
1385,17.0,21.7,0.0,5.4,10.7,112.5,26.0,112.5,90.0,15.0,20.0,50.0,47.0,1023.1,1021.4,0.0,0.0,20.8,21.3,0,0,0
1386,15.8,23.2,0.0,7.6,3.1,45.0,44.0,270.0,45.0,11.0,24.0,67.0,51.0,1020.0,1016.2,0.0,0.0,18.7,22.2,0,0,0
1387,18.6,22.8,0.0,7.0,1.7,22.5,46.0,337.5,22.5,9.0,24.0,77.0,75.0,1011.2,1008.0,0.0,0.0,20.2,21.7,0,1,1
1388,18.4,24.3,14.8,2.2,6.6,225.0,37.0,202.5,135.0,20.0,22.0,79.0,63.0,1013.2,1014.4,0.0,0.0,19.9,22.8,1,0,0
1389,18.7,25.0,0.0,6.8,5.5,112.5,33.0,202.5,112.5,9.0,24.0,71.0,57.0,1018.3,1016.6,0.0,0.0,20.6,23.5,0,0,0
1390,19.2,22.9,0.0,4.6,2.1,72.5,20.0,135.0,72.5,9.0,13.0,76.0,77.0,1018.5,1017.0,0.0,0.0,20.1,19.7,0,1,0
1391,18.7,25.0,5.2,3.0,5.4,90.0,31.0,112.5,90.0,9.0,20.0,79.0,69.0,1014.9,1012.9,0.0,0.0,22.7,24.2,1,0,0
1392,19.7,26.2,0.4,2.6,10.9,72.5,33.0,90.0,90.0,15.0,19.0,75.0,62.0,1013.9,1012.5,0.0,0.0,23.7,25.1,0,0,0
1393,19.1,26.6,0.0,7.2,12.7,45.0,52.0,45.0,45.0,15.0,31.0,65.0,62.0,1012.1,1009.8,0.0,0.0,24.0,25.0,0,0,0
1394,20.0,26.8,0.0,9.0,4.7,180.0,59.0,22.5,72.5,17.0,9.0,61.0,68.0,1006.4,1004.2,0.0,0.0,24.5,24.4,0,0,0
1395,19.1,23.7,0.4,6.8,4.7,157.5,50.0,180.0,180.0,24.0,24.0,69.0,64.0,1010.0,1010.7,0.0,0.0,20.1,21.3,0,0,0
1396,18.3,24.4,0.0,7.2,12.5,157.5,50.0,202.5,180.0,20.0,17.0,60.0,52.0,1013.8,1011.8,0.0,0.0,20.8,23.9,0,0,0
1397,17.5,25.0,0.0,7.0,10.8,157.5,43.0,202.5,157.5,15.0,24.0,69.0,39.0,1014.4,1014.9,0.0,0.0,20.7,23.8,0,0,0
1398,17.1,25.1,0.6,8.8,11.7,112.5,37.0,270.0,112.5,13.0,20.0,74.0,48.0,1019.4,1019.5,0.0,0.0,19.3,23.9,0,0,0
1399,16.9,23.6,0.0,7.0,5.8,72.5,28.0,270.0,90.0,13.0,19.0,69.0,54.0,1020.8,1018.8,0.0,0.0,20.5,22.8,0,0,0
1400,16.0,25.3,0.0,5.6,13.1,72.5,41.0,337.5,72.5,17.0,26.0,56.0,48.0,1017.9,1015.3,0.0,0.0,22.2,25.0,0,0,0
1401,18.1,26.5,0.0,10.2,13.2,45.0,43.0,22.5,72.5,15.0,24.0,54.0,52.0,1018.4,1016.5,0.0,0.0,24.1,25.4,0,0,0
1402,20.6,26.8,0.0,7.2,12.6,45.0,44.0,45.0,45.0,15.0,24.0,58.0,57.0,1018.3,1015.4,0.0,0.0,24.1,25.5,0,0,0
1403,20.7,29.4,0.0,13.4,8.4,180.0,67.0,90.0,90.0,15.0,9.0,69.0,59.0,1012.6,1010.2,0.0,0.0,25.0,27.8,0,0,0
1404,20.0,24.8,0.0,9.0,3.9,157.5,44.0,180.0,90.0,11.0,17.0,61.0,61.0,1018.0,1014.2,0.0,0.0,22.3,23.4,0,0,0
1405,18.5,22.4,0.8,6.6,3.4,202.5,56.0,180.0,157.5,24.0,28.0,75.0,57.0,1015.1,1016.4,0.0,0.0,19.3,21.5,0,0,0
1406,15.1,24.8,0.0,7.2,12.7,72.5,43.0,270.0,72.5,11.0,28.0,64.0,52.0,1015.6,1012.1,0.0,0.0,20.0,23.8,0,0,0
1407,20.0,26.4,0.0,8.8,1.0,45.0,43.0,270.0,22.5,7.0,20.0,73.0,66.0,1009.3,1003.5,0.0,0.0,22.1,25.6,0,1,0
1408,20.8,27.5,31.6,3.0,12.5,180.0,41.0,202.5,112.5,22.0,24.0,79.0,59.0,1006.8,1005.7,0.0,0.0,22.4,25.8,1,0,0
1409,19.4,29.8,0.2,9.0,7.4,270.0,35.0,270.0,90.0,17.0,30.0,38.0,28.0,1009.7,1006.8,0.0,0.0,22.6,29.4,0,0,0
1410,19.7,27.6,0.0,8.6,10.9,247.5,70.0,292.5,270.0,15.0,39.0,36.0,18.0,1004.1,1001.5,0.0,0.0,23.5,26.9,0,0,0
1411,13.9,23.2,0.0,13.2,13.4,225.0,43.0,247.5,135.0,22.0,24.0,43.0,39.0,1015.7,1015.6,0.0,0.0,17.6,21.2,0,0,0
1412,14.7,25.0,0.0,7.8,11.3,72.5,43.0,292.5,90.0,15.0,26.0,56.0,52.0,1017.3,1013.5,0.0,0.0,19.7,24.1,0,0,0
1413,18.4,23.4,0.0,9.4,0.2,112.5,39.0,135.0,90.0,11.0,13.0,68.0,60.0,1017.2,1015.8,0.0,0.0,20.5,22.4,0,1,0
1414,17.3,22.9,29.0,11.0,1.2,72.5,56.0,112.5,112.5,28.0,24.0,95.0,67.0,1019.4,1019.2,0.0,0.0,17.8,21.9,1,1,1
1415,17.5,24.3,18.6,3.4,9.5,90.0,39.0,337.5,90.0,13.0,26.0,84.0,70.0,1022.9,1022.1,0.0,0.0,20.4,23.2,1,1,0
1416,18.7,26.1,6.0,6.0,12.3,72.5,35.0,72.5,90.0,20.0,20.0,59.0,61.0,1023.3,1021.1,0.0,0.0,23.9,25.0,1,0,0
1417,20.0,26.9,0.0,7.2,9.4,72.5,33.0,202.5,90.0,2.0,22.0,75.0,63.0,1017.6,1014.3,0.0,0.0,23.1,26.1,0,0,0
1418,21.5,27.0,0.0,7.8,0.0,180.0,44.0,180.0,157.5,17.0,20.0,82.0,67.0,1017.3,1017.3,0.0,0.0,23.0,25.4,0,0,1
1419,20.7,25.7,0.0,7.0,7.2,90.0,28.0,157.5,90.0,19.0,19.0,75.0,58.0,1017.3,1015.0,0.0,0.0,23.1,25.2,0,0,0
1420,21.8,24.8,0.0,4.8,3.0,135.0,31.0,90.0,22.5,13.0,2.0,73.0,82.0,1015.4,1015.8,0.0,0.0,22.6,22.6,0,1,0
1421,19.7,26.6,12.0,4.6,8.7,112.5,44.0,112.5,135.0,31.0,24.0,65.0,50.0,1021.4,1021.5,0.0,0.0,22.9,25.7,1,0,0
1422,19.6,24.5,0.2,9.8,7.0,0.0,0.0,112.5,112.5,30.0,20.0,60.0,55.0,1022.7,1021.1,0.0,0.0,22.9,23.5,0,0,0
1423,20.5,23.7,0.0,7.6,0.2,112.5,35.0,270.0,157.5,6.0,7.0,76.0,84.0,1018.5,1016.5,0.0,0.0,21.7,21.7,0,1,1
1424,20.7,24.5,7.2,2.4,0.0,22.5,35.0,22.5,90.0,7.0,13.0,84.0,91.0,1014.3,1013.0,0.0,0.0,23.7,22.7,1,1,1
1425,20.8,26.9,29.6,7.8,3.3,90.0,26.0,157.5,90.0,13.0,15.0,90.0,68.0,1014.0,1013.4,0.0,0.0,22.5,26.4,1,1,1
1426,21.8,25.3,2.0,2.8,2.5,112.5,46.0,112.5,112.5,30.0,28.0,80.0,70.0,1017.5,1016.8,0.0,0.0,23.5,24.1,1,0,1
1427,21.6,26.6,0.2,6.2,3.5,72.5,31.0,112.5,90.0,19.0,19.0,68.0,81.0,1015.9,1013.2,0.0,0.0,23.5,23.7,0,0,1
1428,22.0,27.3,0.0,6.6,6.4,45.0,50.0,22.5,45.0,20.0,28.0,74.0,62.0,1011.5,1008.8,0.0,0.0,23.8,26.1,0,1,0
1429,21.7,33.2,1.4,8.8,9.4,22.5,56.0,45.0,337.5,17.0,24.0,69.0,52.0,1002.2,998.7,0.0,0.0,26.5,31.2,1,0,0
1430,25.3,28.8,0.0,11.2,2.4,157.5,44.0,225.0,135.0,19.0,28.0,50.0,68.0,1005.2,1008.0,0.0,0.0,27.2,24.4,0,1,1
1431,18.4,21.9,8.8,5.6,0.0,135.0,48.0,135.0,112.5,26.0,28.0,87.0,66.0,1014.4,1013.7,0.0,0.0,18.8,21.2,1,1,1
1432,18.5,20.2,5.4,2.8,0.0,112.5,39.0,135.0,135.0,17.0,17.0,72.0,82.0,1012.0,1010.5,0.0,0.0,20.1,18.5,1,1,1
1433,16.7,21.0,49.8,1.4,0.0,202.5,35.0,270.0,247.5,15.0,9.0,95.0,83.0,1006.8,1004.6,0.0,0.0,17.1,20.7,1,1,1
1434,17.0,25.9,6.0,0.2,10.7,112.5,24.0,292.5,112.5,13.0,17.0,92.0,61.0,1005.1,1003.6,0.0,0.0,19.9,25.6,1,0,0
1435,18.2,26.8,0.2,6.6,13.0,45.0,41.0,270.0,90.0,11.0,28.0,84.0,70.0,1003.9,1000.5,0.0,0.0,22.2,25.3,0,0,0
1436,20.4,24.8,0.0,8.8,7.5,180.0,59.0,180.0,202.5,24.0,37.0,76.0,63.0,1002.4,1002.9,0.0,0.0,22.3,23.8,0,1,0
1437,19.4,24.0,2.2,5.6,0.6,112.5,39.0,202.5,112.5,13.0,28.0,91.0,63.0,1007.5,1007.2,0.0,0.0,19.6,23.2,1,1,1
1438,19.2,24.5,1.4,4.0,0.4,112.5,30.0,135.0,112.5,17.0,19.0,68.0,66.0,1011.2,1011.5,0.0,0.0,22.3,23.2,1,0,1
1439,18.9,25.8,0.2,2.8,8.0,72.5,43.0,90.0,90.0,17.0,26.0,71.0,60.0,1013.7,1012.2,0.0,0.0,22.2,24.6,0,1,0
1440,19.9,25.7,3.8,5.8,4.4,45.0,46.0,0.0,45.0,17.0,24.0,74.0,63.0,1012.3,1009.9,0.0,0.0,22.3,24.3,1,1,0
1441,19.6,25.3,2.2,6.8,7.9,202.5,46.0,292.5,270.0,7.0,11.0,87.0,81.0,1011.4,1010.7,0.0,0.0,20.4,18.1,1,1,1
1442,16.6,25.8,3.2,0.0,8.7,90.0,31.0,292.5,90.0,15.0,19.0,80.0,60.0,1015.3,1013.4,0.0,0.0,19.7,25.0,1,1,0
1443,18.6,25.4,1.8,4.8,9.1,72.5,31.0,270.0,112.5,9.0,20.0,87.0,66.0,1018.2,1016.7,0.0,0.0,19.9,23.8,1,0,0
1444,19.2,24.8,0.0,4.0,7.2,112.5,31.0,180.0,112.5,6.0,19.0,83.0,59.0,1021.2,1020.3,0.0,0.0,20.8,23.3,0,0,0
1445,19.1,25.3,0.6,5.0,10.8,90.0,28.0,90.0,72.5,15.0,19.0,56.0,52.0,1021.8,1019.9,0.0,0.0,22.7,25.0,0,0,0
1446,18.5,26.7,0.0,7.4,11.3,45.0,41.0,0.0,45.0,13.0,26.0,68.0,47.0,1020.0,1017.9,0.0,0.0,22.8,26.0,0,0,0
1447,19.0,27.4,0.0,8.6,7.6,72.5,39.0,72.5,72.5,7.0,22.0,62.0,67.0,1017.4,1015.7,0.0,0.0,23.8,24.0,0,0,0
1448,19.4,27.5,0.6,6.4,8.5,112.5,31.0,202.5,157.5,13.0,22.0,73.0,60.0,1017.2,1016.6,0.0,0.0,23.0,26.8,0,0,0
1449,19.9,27.1,0.0,6.6,9.6,22.5,39.0,292.5,90.0,6.0,24.0,75.0,66.0,1017.9,1014.1,0.0,0.0,23.0,25.6,0,1,0
1450,19.5,28.2,15.6,12.6,8.6,157.5,33.0,270.0,135.0,9.0,19.0,81.0,60.0,1011.8,1010.6,0.0,0.0,22.8,27.2,1,1,0
1451,19.6,25.7,6.2,4.2,9.8,157.5,57.0,202.5,180.0,20.0,35.0,82.0,60.0,1010.3,1010.9,0.0,0.0,20.9,24.9,1,0,0
1452,17.3,26.5,0.2,7.0,10.7,135.0,33.0,247.5,135.0,13.0,22.0,69.0,55.0,1016.1,1015.4,0.0,0.0,20.1,25.8,0,0,0
1453,18.2,26.9,0.0,5.6,12.2,72.5,31.0,270.0,72.5,11.0,22.0,77.0,59.0,1019.8,1018.3,0.0,0.0,21.5,25.6,0,0,0
1454,20.6,27.5,0.0,7.6,12.0,72.5,33.0,292.5,90.0,11.0,22.0,78.0,61.0,1022.6,1022.4,0.0,0.0,22.7,26.9,0,0,0
1455,18.9,26.6,0.0,8.0,11.3,72.5,43.0,112.5,72.5,2.0,28.0,71.0,60.0,1023.6,1021.4,0.0,0.0,23.3,25.5,0,0,0
1456,21.9,26.8,0.0,7.6,0.9,22.5,44.0,45.0,45.0,11.0,19.0,80.0,66.0,1020.8,1018.4,0.0,0.0,22.8,25.6,0,0,0
1457,21.9,28.0,0.0,5.0,6.1,72.5,37.0,45.0,72.5,6.0,22.0,73.0,55.0,1017.4,1014.8,0.0,0.0,23.6,27.5,0,0,0
1458,23.5,33.4,0.0,7.4,4.3,292.5,31.0,90.0,112.5,6.0,20.0,66.0,44.0,1013.3,1011.0,0.0,0.0,26.2,31.9,0,1,0
1459,20.2,22.0,2.8,4.8,0.0,135.0,52.0,202.5,202.5,20.0,15.0,89.0,92.0,1013.9,1012.5,0.0,0.0,20.5,21.1,1,1,1
1460,20.1,29.5,27.6,1.6,2.1,202.5,67.0,337.5,72.5,17.0,17.0,90.0,58.0,1007.7,1001.4,0.0,0.0,21.3,29.2,1,1,1
1461,18.6,20.9,16.0,4.6,0.0,202.5,65.0,157.5,135.0,17.0,20.0,88.0,83.0,1013.4,1015.4,0.0,0.0,19.5,19.4,1,1,1
1462,18.0,22.6,16.8,2.8,0.0,72.5,48.0,90.0,22.5,26.0,17.0,66.0,81.0,1019.6,1018.5,0.0,0.0,20.9,19.9,1,1,1
1463,18.9,27.3,2.2,2.0,7.0,45.0,41.0,0.0,45.0,11.0,24.0,75.0,65.0,1014.3,1009.8,0.0,0.0,22.4,26.4,1,1,0
1464,20.0,27.4,14.8,5.8,11.0,157.5,39.0,225.0,135.0,17.0,26.0,59.0,58.0,1013.4,1014.0,0.0,0.0,22.7,25.9,1,0,0
1465,19.5,24.7,0.0,8.4,9.4,157.5,44.0,180.0,157.5,17.0,28.0,66.0,53.0,1018.8,1018.0,0.0,0.0,21.4,23.9,0,0,0
1466,17.1,23.3,0.0,6.6,7.8,202.5,54.0,202.5,180.0,33.0,22.0,62.0,60.0,1018.1,1015.7,0.0,0.0,19.0,21.3,0,1,0
1467,15.0,21.2,109.4,0.0,2.3,315.0,54.0,270.0,247.5,30.0,15.0,96.0,71.0,1005.4,1005.9,0.0,0.0,15.6,20.1,1,1,1
1468,14.9,28.4,18.0,1.2,10.7,247.5,48.0,270.0,270.0,13.0,24.0,75.0,39.0,1008.8,1007.9,0.0,0.0,18.5,27.0,1,0,0
1469,17.0,26.5,0.0,5.0,10.8,112.5,43.0,270.0,135.0,11.0,26.0,82.0,61.0,1013.5,1014.4,0.0,0.0,20.1,24.7,0,0,0
1470,17.5,24.0,0.0,6.4,10.9,72.5,30.0,270.0,90.0,13.0,20.0,71.0,59.0,1019.0,1016.8,0.0,0.0,20.4,23.0,0,0,0
1471,19.9,24.0,0.0,6.8,2.3,72.5,43.0,112.5,72.5,4.0,26.0,76.0,64.0,1020.2,1020.0,0.0,0.0,22.6,23.2,0,0,0
1472,16.8,25.6,0.0,4.0,11.1,45.0,37.0,270.0,90.0,13.0,19.0,78.0,57.0,1022.3,1020.0,0.0,0.0,20.1,24.1,0,0,0
1473,18.1,25.2,0.0,6.8,7.5,90.0,39.0,270.0,90.0,7.0,24.0,85.0,79.0,1020.6,1018.0,0.0,0.0,20.2,23.0,0,0,0
1474,20.2,26.2,0.0,4.6,8.5,22.5,44.0,72.5,45.0,13.0,22.0,80.0,60.0,1017.2,1014.5,0.0,0.0,22.5,25.4,0,0,0
1475,20.1,28.0,0.0,7.8,10.3,22.5,43.0,112.5,72.5,6.0,15.0,81.0,69.0,1012.8,1009.4,0.0,0.0,22.6,25.5,0,1,0
1476,18.6,20.2,41.8,7.4,0.2,202.5,50.0,202.5,180.0,24.0,22.0,94.0,88.0,1014.0,1015.1,0.0,0.0,18.6,19.4,1,1,1
1477,17.1,23.0,2.4,3.8,7.2,180.0,57.0,225.0,202.5,15.0,28.0,66.0,64.0,1022.3,1022.3,0.0,0.0,19.4,21.6,1,1,0
1478,17.6,24.4,12.0,6.0,5.2,112.5,43.0,135.0,135.0,19.0,22.0,72.0,57.0,1023.7,1022.7,0.0,0.0,21.1,23.2,1,1,0
1479,18.9,24.7,1.2,3.6,5.6,90.0,31.0,202.5,90.0,6.0,19.0,84.0,53.0,1020.6,1016.7,0.0,0.0,19.6,24.0,1,0,0
1480,18.9,25.1,0.0,5.6,7.0,45.0,37.0,337.5,45.0,13.0,20.0,83.0,72.0,1010.8,1005.1,0.0,0.0,20.5,23.8,0,0,0
1481,18.3,20.0,0.0,4.8,0.0,180.0,63.0,202.5,202.5,17.0,13.0,79.0,75.0,1009.5,1007.9,0.0,0.0,18.6,19.1,0,0,1
1482,17.6,26.3,0.4,1.4,10.9,270.0,57.0,292.5,292.5,11.0,20.0,84.0,31.0,1003.6,1001.7,0.0,0.0,19.5,26.1,0,0,0
1483,13.9,25.2,0.0,6.6,11.1,270.0,44.0,270.0,180.0,22.0,15.0,47.0,26.0,1012.6,1011.8,0.0,0.0,16.1,24.2,0,0,0
1484,14.5,23.2,0.0,7.8,5.7,135.0,28.0,292.5,135.0,13.0,15.0,76.0,55.0,1022.1,1021.0,0.0,0.0,16.5,20.8,0,0,0
1485,16.2,23.0,0.4,3.4,9.7,45.0,37.0,202.5,72.5,2.0,22.0,77.0,60.0,1023.6,1021.2,0.0,0.0,19.5,22.7,0,0,0
1486,17.7,24.6,0.4,5.6,7.6,0.0,33.0,292.5,90.0,9.0,15.0,69.0,65.0,1023.6,1021.9,0.0,0.0,20.6,23.1,0,0,0
1487,19.4,22.5,0.0,5.6,0.4,90.0,31.0,90.0,72.5,9.0,6.0,77.0,84.0,1023.2,1020.3,0.0,0.0,20.4,20.4,0,1,1
1488,17.5,26.5,6.2,3.4,10.2,72.5,26.0,292.5,90.0,15.0,22.0,75.0,60.0,1019.4,1016.6,0.0,0.0,20.1,23.9,1,0,0
1489,16.7,24.8,0.2,4.0,7.2,270.0,22.0,270.0,112.5,19.0,13.0,84.0,55.0,1019.1,1016.9,0.0,0.0,17.5,24.3,0,0,0
1490,16.1,27.0,0.0,3.4,10.7,90.0,22.0,292.5,90.0,13.0,15.0,81.0,56.0,1018.9,1016.7,0.0,0.0,18.9,24.6,0,0,0
1491,16.2,25.4,0.0,5.6,8.1,247.5,39.0,292.5,90.0,9.0,17.0,67.0,59.0,1018.3,1015.0,0.0,0.0,21.0,23.7,0,0,0
1492,17.6,26.7,0.6,3.8,10.6,270.0,20.0,270.0,112.5,9.0,15.0,75.0,64.0,1017.8,1014.7,0.0,0.0,21.7,24.0,0,0,0
1493,16.8,26.5,0.0,3.0,8.6,270.0,24.0,292.5,45.0,13.0,17.0,88.0,56.0,1016.0,1013.6,0.0,0.0,18.6,25.6,0,0,0
1494,18.6,25.7,0.0,6.0,10.8,72.5,31.0,45.0,45.0,11.0,17.0,60.0,62.0,1017.8,1016.3,0.0,0.0,24.6,24.5,0,0,0
1495,19.0,25.6,0.0,3.2,10.4,72.5,28.0,157.5,90.0,2.0,20.0,64.0,54.0,1021.3,1019.2,0.0,0.0,23.8,24.4,0,0,0
1496,17.6,25.1,0.0,6.6,10.3,72.5,33.0,270.0,72.5,6.0,20.0,67.0,45.0,1021.6,1017.2,0.0,0.0,22.3,24.1,0,0,0
1497,18.2,28.3,0.0,8.0,9.2,157.5,57.0,247.5,157.5,15.0,31.0,69.0,59.0,1015.2,1016.9,0.0,0.0,21.5,23.3,0,0,0
1498,20.1,24.3,0.0,8.0,0.5,270.0,44.0,45.0,45.0,17.0,15.0,62.0,72.0,1019.2,1013.6,0.0,0.0,22.0,23.4,0,1,1
1499,14.1,24.8,6.4,3.8,10.7,157.5,61.0,247.5,270.0,28.0,19.0,41.0,28.0,1016.6,1013.6,0.0,0.0,17.6,24.6,1,0,0
1500,10.1,19.1,0.0,7.0,10.2,225.0,65.0,202.5,202.5,31.0,33.0,45.0,40.0,1024.5,1025.9,0.0,0.0,15.5,18.0,0,0,0
1501,10.4,20.2,0.0,6.0,6.1,202.5,54.0,202.5,202.5,24.0,31.0,59.0,55.0,1030.6,1029.7,0.0,0.0,15.6,19.9,0,1,0
1502,13.0,22.8,7.2,2.8,10.1,0.0,0.0,270.0,135.0,17.0,15.0,80.0,54.0,1032.8,1030.9,0.0,0.0,16.4,22.2,1,0,0
1503,12.4,24.7,0.0,3.8,11.0,72.5,28.0,292.5,72.5,17.0,20.0,75.0,54.0,1031.9,1028.1,0.0,0.0,16.4,22.4,0,0,0
1504,14.7,24.4,0.0,4.8,7.9,72.5,30.0,270.0,72.5,4.0,17.0,74.0,63.0,1028.2,1024.0,0.0,0.0,18.9,22.0,0,0,0
1505,17.0,25.4,0.0,3.8,4.6,270.0,22.0,292.5,72.5,19.0,11.0,65.0,72.0,1025.2,1022.4,0.0,0.0,20.2,22.5,0,0,0
1506,15.9,25.8,0.0,0.0,7.8,180.0,35.0,292.5,157.5,11.0,20.0,63.0,58.0,1023.9,1021.7,0.0,0.0,19.0,23.5,0,1,0
1507,17.3,21.4,23.6,5.0,0.0,112.5,56.0,157.5,135.0,20.0,9.0,91.0,85.0,1022.9,1020.6,0.0,0.0,18.6,19.1,1,1,1
1508,17.2,21.1,48.8,3.2,0.2,45.0,54.0,247.5,72.5,9.0,35.0,95.0,81.0,1021.1,1018.3,0.0,0.0,17.6,20.5,1,1,1
1509,17.5,23.8,56.0,0.0,3.3,72.5,31.0,72.5,90.0,2.0,13.0,92.0,82.0,1019.7,1016.2,0.0,0.0,19.5,21.5,1,0,1
1510,17.4,25.1,0.8,1.0,8.5,0.0,0.0,270.0,72.5,9.0,9.0,91.0,72.0,1016.5,1014.4,0.0,0.0,19.1,24.0,0,0,0
1511,18.2,24.9,0.0,4.0,5.6,202.5,26.0,202.5,157.5,19.0,19.0,92.0,72.0,1015.5,1012.8,0.0,0.0,19.8,23.4,0,0,0
1512,16.5,23.8,0.0,2.2,0.0,72.5,20.0,270.0,45.0,13.0,7.0,95.0,81.0,1014.3,1010.9,0.0,0.0,17.7,22.2,0,0,1
1513,17.6,19.5,0.0,1.6,0.1,315.0,33.0,315.0,0.0,20.0,15.0,81.0,85.0,1014.0,1011.0,0.0,0.0,19.4,19.1,0,1,1
1514,15.6,25.3,1.6,1.0,7.6,315.0,74.0,270.0,270.0,13.0,41.0,79.0,47.0,1011.7,1009.2,0.0,0.0,18.4,19.8,1,1,0
1515,10.8,19.9,3.2,4.0,10.2,270.0,65.0,292.5,270.0,24.0,35.0,48.0,32.0,1011.6,1007.8,0.0,0.0,13.5,19.4,1,0,0
1516,13.5,21.5,0.0,5.8,6.6,270.0,37.0,270.0,157.5,22.0,22.0,56.0,49.0,1018.5,1017.2,0.0,0.0,16.8,19.8,0,0,0
1517,12.9,22.8,0.0,3.4,10.3,270.0,22.0,270.0,112.5,19.0,17.0,68.0,57.0,1022.0,1020.5,0.0,0.0,15.4,21.5,0,0,0
1518,13.8,24.2,0.0,2.4,5.2,0.0,24.0,270.0,45.0,15.0,11.0,80.0,51.0,1022.0,1017.4,0.0,0.0,16.0,23.0,0,0,0
1519,13.1,19.1,0.0,3.0,6.6,180.0,56.0,202.5,157.5,17.0,28.0,73.0,52.0,1020.8,1021.9,0.0,0.0,17.7,18.7,0,0,0
1520,10.9,20.2,0.0,5.4,3.5,270.0,30.0,270.0,72.5,20.0,11.0,70.0,43.0,1027.3,1025.0,0.0,0.0,13.5,19.9,0,0,0
1521,12.7,22.1,0.0,2.4,9.5,72.5,31.0,292.5,45.0,9.0,20.0,76.0,55.0,1027.2,1023.2,0.0,0.0,15.5,21.4,0,0,0
1522,12.4,22.3,0.0,3.6,9.0,270.0,31.0,270.0,72.5,15.0,20.0,79.0,64.0,1023.0,1018.4,0.0,0.0,15.6,22.1,0,0,0
1523,15.2,23.3,0.0,3.0,10.3,247.5,26.0,270.0,112.5,15.0,17.0,63.0,53.0,1019.7,1017.3,0.0,0.0,17.7,21.3,0,0,0
1524,11.5,22.4,0.0,5.0,10.3,270.0,31.0,270.0,112.5,20.0,19.0,45.0,38.0,1020.6,1016.8,0.0,0.0,13.7,20.9,0,0,0
1525,11.8,20.9,0.0,3.0,6.8,202.5,48.0,270.0,180.0,20.0,26.0,64.0,55.0,1016.8,1013.2,0.0,0.0,15.1,20.3,0,0,0
1526,10.8,21.3,0.0,4.2,10.3,270.0,37.0,270.0,45.0,24.0,13.0,65.0,37.0,1016.9,1014.2,0.0,0.0,12.9,21.0,0,0,0
1527,11.2,18.5,0.0,3.0,0.7,202.5,30.0,270.0,225.0,13.0,7.0,64.0,44.0,1018.2,1015.7,0.0,0.0,12.4,17.9,0,0,0
1528,10.8,23.3,0.0,1.2,10.2,270.0,30.0,270.0,292.5,22.0,7.0,68.0,37.0,1018.7,1016.5,0.0,0.0,13.8,22.8,0,0,0
1529,12.0,27.1,0.0,3.0,10.2,270.0,22.0,270.0,90.0,15.0,9.0,68.0,30.0,1021.1,1018.9,0.0,0.0,15.3,26.7,0,0,0
1530,14.1,29.1,0.0,3.8,10.2,270.0,28.0,270.0,112.5,22.0,19.0,67.0,50.0,1021.7,1019.4,0.0,0.0,16.7,26.3,0,0,0
1531,14.3,24.9,0.0,4.0,5.2,270.0,28.0,270.0,90.0,9.0,7.0,63.0,43.0,1018.5,1013.8,0.0,0.0,16.5,24.7,0,0,0
1532,13.8,20.7,0.0,2.6,6.8,247.5,54.0,247.5,247.5,17.0,6.0,60.0,28.0,1017.6,1014.1,0.0,0.0,15.1,19.2,0,0,0
1533,9.9,18.1,0.0,5.4,10.1,270.0,70.0,247.5,270.0,31.0,39.0,42.0,35.0,1013.4,1011.5,0.0,0.0,13.5,16.8,0,0,0
1534,9.1,18.6,0.0,4.6,10.1,270.0,43.0,270.0,202.5,20.0,22.0,49.0,40.0,1021.4,1021.5,0.0,0.0,11.8,17.2,0,0,0
1535,8.5,20.2,0.0,3.2,9.9,270.0,35.0,270.0,157.5,24.0,20.0,56.0,41.0,1024.3,1021.9,0.0,0.0,12.1,19.1,0,0,0
1536,9.8,21.1,0.0,3.8,9.5,270.0,31.0,270.0,157.5,22.0,13.0,68.0,50.0,1025.0,1022.5,0.0,0.0,12.0,19.9,0,0,0
1537,10.0,21.6,0.0,2.0,9.5,270.0,26.0,270.0,90.0,19.0,17.0,77.0,46.0,1025.0,1022.0,0.0,0.0,12.5,20.1,0,0,0
1538,10.5,23.1,0.0,1.8,9.7,270.0,22.0,270.0,90.0,17.0,11.0,82.0,40.0,1025.1,1021.1,0.0,0.0,12.4,22.2,0,0,0
1539,10.4,21.1,0.0,3.8,9.0,270.0,30.0,270.0,292.5,24.0,9.0,71.0,37.0,1023.1,1020.3,0.0,0.0,12.4,20.4,0,0,0
